company,address,location_phones,web_company
Travancore Analytics Pvt Ltd,"  Address - I-Floor, M-Squared Bldg,				  				  Technopark Campus","				        Thiruvananthapuram	                Kerala , 695581	 (0471) 4061133",www.travancoreanalytics.com
Travanleo Info Solutions India Pvt Ltd,"  Address - A-20, 1st Floor, Gayathri Building				  				  Phase I, Technopark,Trivandrum","				        Thiruvananthapuram	                Kerala , 695581	 (0471) 2700400  2340989",travanleo.com
Travel Centric Technology,"  Address - Fortune Summit, 5th Floor 244 Hosur Main Road				        Bangalore / Bengaluru	                Karnataka , 560068	 (080) 67418700",www.travelcentrictechnology.com,
Traverik Technologies Pvt Ltd,"  Address - No. 32, Lower Level, Oxford Towers, Kodihalli				        Bangalore / Bengaluru	                Karnataka , 560008	 (080) 9051848275",www.traverik.com,
Trawex Technologies,"  Address - Trawex House Kanakapura Road				        Bangalore / Bengaluru	                Karnataka , 560001	 (080) 7760034800",www.trawex.com,
Traxoid Automations Pvt Ltd,"  Address - No. 79/5, 2nd Cross, Nandidurga Road,				  				  Jayamahal Extension","				        Bangalore / Bengaluru	                Karnataka , 560046	 (080) 23615059",www.traxoid.com
Traxvision India,"  Address - Plot no. 47, Parkland Society				  				  Behind Weikfield IT Park, Nagar Road","				        Pune	                Maharashtra , 411014	 (020) 26633491",www.traxvisionindia.com
Trek Technology India Pvt Ltd,"  Address - Door No.585 7th Cross, 11th Main Road				  				  HAL 2nd Stage, Indiranagar","				        Bangalore / Bengaluru	                Karnataka , 560038	 (080) 41264561",trek2000.com.sg
,,,
Trellisys.net Pvt Ltd,"  Address - 572, 3rd Main,, Rt Nagar				        Bangalore / Bengaluru	                Karnataka , 560005	 (080) 23337032",www.trellisys.net,
Trend Micro India Pvt Ltd,"  Address - 10th floor, EROS Corporate Tower, Nehru Place,				        New Delhi	                Delhi , 110017	 (011) 66213200",www.trendmicro.com,
Trendsetterz,"  Address - 603, Shalimar Apartments,				  				  Prag Narayan Road","				        Lucknow	                Uttar Pradesh , 226001	 (0522) 4108608",trendsetterz.co.in
Trendz Information Technologies Ltd,"  Address - 17, Pearl County, Attapur				        Hyderabad	                Telangana , 500048	 (040) 9346780988",www.trendzit.net,
Trenmax Software Solutions Pvt Ltd,"  Address - G3 A R Cauvery Enclave, 8 NGO Colony 3rd Street				        Chennai	                Tamil Nadu , 600026	 (044) 42874298",trenmax.in,
TresBizz IT Pvt Ltd,"  Address - 2, Old Ishwar Nagar, Shambhu Dayal Bagh,				  				  Kalkaji","				        New Delhi	                Delhi , 110020	 (011) 42576175",tresbizz.com
,,,
Trg Software Consultancy,  Address - 1/27A Ashok Nagar tollygaunje				  				  Ist Floor,"				        Kolkata	                West Bengal , 700040	 (033) 9831745807",www.trgsoftwareindia.com
Tri Polarcon Pvt Ltd,"  Address - Sec.No.1,Plot No.68A,,				  				  Flat No.503, Park Avenue Apartment","				        Pune	                Maharashtra , 411039	 (020) 7774050656  9049800090",www.tripolarcon.com
Tri Trac Technologies Pvt Ltd,"  Address - Rajendra Park, 4/3, 2nd Floor,Near Nalanda Shoppin				  				  center,Station Road, Goregaon (West)","				        Mumbai	                Maharashtra , 400062	 (022) 28761092",www.tritrac.com
Tri-Force Consulting Services Pvt Ltd,"  Address - A/212-Ratna High Street,				  				  Near Vishvesh Tower, Naranpura","				        Ahmedabad	                Gujarat , 380013	 (079) 9825071240",www.triforce.co.in
Triad Software Pvt Ltd,"  Address - 27, Whites Road, Royapettah				        Chennai	                Tamil Nadu , 600014	 (044) 42637181",www.triad-india.com,
Triade Solutions,"  Address - Bal Krishan Road, Ramesh nagar				        Hoshiarpur	                Punjab , 146001	 (01882) 505149",www.triadesolutions.com,
Triambke Info Technologies Pvt Ltd,"  Address - A-1, Ring Road, Rajouri Garden				        New Delhi	                Delhi , 110027	 (011) 25176666  25934444",www.triambke.com,
Triangle Mind Technologies,"  Address - C-1070 Aarawali Marg, Indra Nagar				        Lucknow	                Uttar Pradesh , 226016	 (0522) 9956201896",www.trianglemind.in,
Triangle SysCom Pvt Ltd,"  Address - 304, Aditya Complex				  				  Plot No.- 6, Sec.-10 Mkt., Dwarka","				        New Delhi	                Delhi , 110075	 (011) 9810202943",www.trianglesyscom.com
Trianz Holdings Pvt Ltd,"  Address - 165/2, 6th Floor Kalyani Magnum,				  				  Doraisani Palya Bannerghatta Road","				        Bangalore / Bengaluru	                Karnataka , 560076	 (080) 46640000",www.trianz.com
Trianz IT & Cloud Solutions Pvt Ltd,"  Address - J.K.Towers Mezzanine Floor				  				  No. 719/A, 53-2, 46th Cross 8th Block, Jayanagar","				        Bangalore / Bengaluru	                Karnataka , 560082	 (080) 46646500  7760896000",www.trianz.com
Triassic Solutions Pvt Ltd,"  Address - Plot 2, 1 G, Leela Infopark				  				  Technopark","				        Thiruvananthapuram	                Kerala , 685581	 (0471) 2700050",www.triassicsolutions.com
TriByte Technologies Pvt Ltd,"  Address - SriKrishna Arcade, #18, 2nd Floor,				  				  ITI Layout, UPL Road","				        Bangalore / Bengaluru	                Karnataka , 560054	 (080) 9845658338  41748083",www.tribytetech.com
Tricom India Ltd.,"  Address - Tricom House, Gandhi Estate, Safed Pool				  				  Andheri Kurla Road, Andheri (East)","				        Mumbai	                Maharashtra , 400072	 (022) 66907800  28523437",www.tricominfo.com
Tricon Infotech Pvt Ltd,"  Address - # 143, Sri Aditya Industrial Estate,				  				  5th Block, Koramangala, Hosur Main Road,","				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 25630216",www.triconinfotech.com
Tricore Solutions India Pvt Ltd,"  Address - Building 9, Tower B , DLF Cyber City				        Gurgaon/Gurugram	                Haryana , 122001	 (0124) 4839000",tricoresolutions.com,
Triculin Technologies Pvt Ltd,"  Address - Krishna Heights, 4th Floor, Plot No. 538  Sri Swamy Ayyappa Society, Madhapur,				        Hyderabad	                Telangana , 500016	 (040) 44724432  9948091923",www.triculintech.com,
Tridat Technologies Pvt Ltd,"  Address - 9/11, Albion Place, Opp Heritage Hotel, Sant Savata Marg, Byculla				        Mumbai	                Maharashtra , 400027	 (022) 61306666",www.tridatindia.com,
Trident Information Systems Pvt Ltd,"  Address - M-31 A, 'M'-Block Market,Greater Kailash Part -II				        New Delhi	                Delhi , 110048	 (011) 29219927",www.tridentinfo.com,
Trident Infosol Pvt Ltd,"  Address - I Floor, Block A, Khushal Garden				  				  Arcade, 1A, Peenya Industrial Area, Phase II","				        Bangalore / Bengaluru	                Karnataka , 560058	 (080) 42878787",www.tridentinfosol.com
Trident Solutions Pvt Ltd,"  Address - 6, Dooming Street, Santhome,				        Chennai	                Tamil Nadu , 600004	 (044) 24610622",www.tridentnets.com,
Trident Techlabs Pvt Ltd ( Techlabs ),"  Address - White House, 1/18-20,				  				  Rani Jhansi Road","				        New Delhi	                Delhi , 110055	 (011) 23629285  23629286",www.tridenttechlabs.com
Tridiagonal Solutions Pvt Ltd,"  Address - Plexus,				  				  3rd Floor, ITI Road,Aundh","				        Pune	                Maharashtra , 411007	 (020) 41432000",www.tridiagonal.com
Triesten Technologies Pvt Ltd,"  Address - 1st Floor, NSIC Technical Services Centre				  				  B-24, Guindy Industrial Estate, Ekkaduthangal","				        Chennai	                Tamil Nadu , 600032	 (044) 8754466110",www.triesten.com
Trifecta Technologies,"  Address - 10-1-8/24, Third Floor - 1, Landmark Building				  				  Sampath Vinayagar Road, Waltair Uplands","				        Visakhapatnam	                Andhra Pradesh , 530003	 (0891) 6667200",www.trifecta.com
Triffort Technologies Pvt Ltd,"  Address - 45A/1A/4 First Floor, Dayanand Marg (Thornhill				  				  Road) Near Hari Masjid, Kanpur Road","				        Allahabad	                Uttar Pradesh , 211001	 (0532) 8400997550",www.triffort.com
Trifin Technologies Pvt Ltd,"  Address - 4th Floor, Kundan House, 16, Nehru Place				        New Delhi	                Delhi , 110019	 (011) 46597000  26236061",www.trifin.in,
Triflex Infocom,"  Address - 80/3 ,6 Main Malleshpalya				        Bangalore / Bengaluru	                Karnataka , 560075	 (080) 40976641",www.triflexinfo.com,
Trigent Software Ltd,"  Address - Khanija Bhavan, First Floor, 49, Race Course Road				        Bangalore / Bengaluru	                Karnataka , 560001	 (080) 22263000",www.trigent.com,
Trigeo Technologies Pvt Ltd.,"  Address - 944, Sri Swamy Ayyappa Society, Madhapur				        Hyderabad	                Telangana , 500081	 (040) 42018152  42018153",www.trigeo.net,
Trignodev Softwares Pvt Ltd,"  Address - B-149, Sector 63				        Noida	                Uttar Pradesh , 201301	 (0120) 4324678",www.trignodev.com,
Trigyn Technologies Ltd,"  Address - 27 SDF-1, SEEPZ,				  				  Andheri (East)","				        Mumbai	                Maharashtra , 400096	 (022) 61400909",www.trigyn.com
Trijit Technologies Pvt Ltd,"  Address - 16, 3rd Floor, 100 ft Inner Ring Road,				  				  Ejipura, Koramangala","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 32919413",www.trijit.in
Trikona Technologies Pvt Ltd,"  Address - 7-1-58, Surekha Chambers,				  				  Ameerpet","				        Hyderabad	                Telangana , 500016	 (040) 42624006  9963935551",www.trikonatech.com
Trillion Soft,  Address - Ist Floor SCP Buildings Near Malayala Manorama				  				  Thampanoor,"				        Thiruvananthapuram	                Kerala , 695001	 (0471) 9846381725",www.trillionsoft.org
Trimantra Software Solution LLP,"  Address - 401-402, Star World				  				  Green City Road,  Pal","				        Surat	                Gujarat , 395009	 (0261) 9428390909",www.trimantra.com
,,,
Trimble Navigation India Pvt Ltd,"  Address - C North 603 & 604, 6th Floor,				  				  Tidel Park No. 4 Rajiv Gandhi Salai Taramani","				        Chennai	                Tamil Nadu , 600113	 (044) 22541941 22541943",www.trimble.com
Trimble Solutions India Pvt Ltd,"  Address - Unit no: 112 -115 ,Building no-2				  				  Millennium Business Park,Sector-1 Mahape","				        Mumbai	                Maharashtra , 400710	 (022) 61387777",www.tekla.com/in
Trimentus Technologies,"  Address - III Floor, Sucons Sivagami Square, 147, GN Chetty Road,				  				  T Nagar,","				        Chennai	                Tamil Nadu , 600017	 (044) 42606200  42071303",www.trimentus.com
Triniti Advanced Software Labs Pvt Ltd,  Address - 1st Floor  Ashoka My Home Chambers  1-8-301 to 303				  				  S.P. Road,"				        Hyderabad	                Telangana , 500003	 (040) 27893939",www.triniti.com
Trinity Data Systems Pvt Ltd,"  Address - 721 Reena Complex,7th Floor				  				  Opp Vidyavihar Station West","				        Mumbai	                Maharashtra , 400086	 (022) 67991858",www.trinitysoftwares.com
Trinity Future In Pvt Ltd,"  Address - 3rd Floor, St. Patrick's Complex Brigade Road				        Bangalore / Bengaluru	                Karnataka , 560025	 (080) 25596399  25596288",www.trifuturein.com,
Trinity IT Services Pvt Ltd,"  Address - 7, 2nd Floor, Divekar Building				  				  Nr Old Thane Municipal Office Opp. Fire Brigade, Station Rd Thane (W)","				        Mumbai	                Maharashtra , 400601	 (022) 25428359",www.trinityit.co.in
Trinity Softech Solutions,"  Address - 17/144 1st floor CCI colony   Unnat				  				  Nagar 4 M G Road, Goregaon (W)","				        Mumbai	                Maharashtra , 400090	 (022) 28765465",
Triologic Media Solutions Pvt Ltd,"  Address - B- 113 Civic Center,				  				  Naigaum Cross Road, Dadar-East","				        Mumbai	                Maharashtra , 400014	 (022) 24162290",www.triologic.com
Trionix Global,"  Address - 2nd Floor, Laxmi Krishna Tower				  				  Opposite Hotel Swagath, Balmatta","				        Mangalore	                Karnataka , 575002	 (0824) 4261717",www.trionixglobal.com
Triple A Solutions Pvt Ltd,"  Address - P-184A, Block A,				  				  Lake Town","				        Kolkata	                West Bengal , 700089	 (033) 9831121344",www.tripleasolutions.com
Triple W Web Solution,"  Address - 133, Press Enclave				  				  Vikas Nagar","				        New Delhi	                Delhi , 110059	 (011) 9560984452",www.triplew.design
Triple-S Software,"  Address - 207, Balaji Plaza, Local Shopping Center 3,				  				  Sector-8, Rohini","				        New Delhi	                Delhi , 110085	 (011) 27940403",www.horosoft.net
Tripod Software Solutions Pvt Ltd,"  Address - Lakshmi Towers, I & II Floor, A Block, Plot no-13`				  				  8-2-248/1/7/13/A/1 Nagarjuna Hills Punjagutta","				        Hyderabad	                Telangana , 500082	 (040) 64526690  64536690",www.tripodtech.net
Triratna Hi-Tech,"  Address - Plot No. 35/32,, New Panvel East				        Mumbai	                Maharashtra , 410206	 (022) 7710932406",,
Trison Information Tech Pvt Ltd,  Address - 4th Floor Kundan house				  				  16 Nehru Place,"				        New Delhi	                Delhi , 110019	 (011) 46597000  26486447",www.trifin.in
Triumph Systems and Solutions Pvt Ltd,"  Address - 107-108, The Avenue,				  				  Opp. Hotel The Leela,Off. Andheri Kurla Road,Andheri (East),","				        Mumbai	                Maharashtra , 400059	 (022) 28397000  28399000",www.triumphsys.com
Triveni Infotech,"  Address - J-223,				  				  Sector 22","				        Noida	                Uttar Pradesh , 201301	 (0120) 9999812859",www.triveniinfotech.com
TriVium India Software Pvt Ltd,"  Address - 138/6, 6-A Cross, 10th Main,				  				  RMV Extension, Sadashivanagar,","				        Bangalore / Bengaluru	                Karnataka , 560080	 (080) 40933027",www.triviumsys.com
TrogonSoft Pvt Ltd,"  Address - H1-376, Sitapura Industrial Area, Sitapura				        Jaipur	                Rajasthan , 302022	 (0141) 9782001148  9782001161",,
TRS Forms & Services Pvt Ltd,"  Address - No 23, Chakrapani St West Mambalam				        Chennai	                Tamil Nadu , 600033	 (044) 23724031",www.trsforms.com,
TRU Group of Companies,  Address - 3rd Floor Shaniya Enclave				  				  VallabhBhai Road Vile Parle (W),"				        Mumbai	                Maharashtra , 400056	 (022) 65053888",trugroup.in
True Broadband Service,"  Address - Plot No-14, Akash Nagar				  				  Near Dasna Flyovers","				        Ghaziabad	                Uttar Pradesh , 201002	 (0120) 6511596",www.truebroadbandservice.com
True Value Infosoft Pvt Ltd,"  Address - C-11, Bal Nagar, Kartarpura				        Jaipur	                Rajasthan , 302001	 (0141) 2500727  8875717007",www.truevalueinfosoft.com,
,,,
Truechip Solutions Pvt Ltd,"  Address - D-67, First Floor,  Sector-2,				        Noida	                Uttar Pradesh , 201301	 (0120) 4227550",www.truechip.net,
TrueLine Infotech,"  Address - 205 - Vardhman Complex, Opp -				  				  Shilpan Tower, Sadhuvasvani Marg, University Road","				        Rajkot	                Gujarat , 360005	 (0281) 9909919284",www.truelineinfotech.com
TRUGlobal Software India Pvt Ltd,"  Address - Ground Floor, JP Techno Park, Millers Tank Bund Rd				  				  High Grounds, Vasanth Nagar","				        Bangalore / Bengaluru	                Karnataka , 560051	 (080) 42611999",truglobal.com
Truknox Technologies Pvt Ltd,"  Address - E-291, Greater Kailash - II				        New Delhi	                Delhi , 110048	 (011) 40505050  40505075",www.truknox.com,
Trulogix Information Systems Pvt Ltd,"  Address - STP Region,Bidhannagar				        Durgapur	                West Bengal , 713212	 (0343) 9332155500",www.trulogix.in,
Trunkoz Technologies Pvt Ltd,"  Address - 602, Avior, Nirmal Galaxy				  				  Mulund (W)","				        Mumbai	                Maharashtra , 400080	 (022) 61426060",www.trunkoz.com
Trust Infocomm Pvt Ltd,"  Address - A 7 Sector-5 Salt Lake City				        Kolkata	                West Bengal , 700064	 (033) 40040627",,
Trust Systems & Software India Pvt Ltd,"  Address - 11/4, IT Park,				  				  Gayatri Nagar","				        Nagpur	                Maharashtra , 440022	 (0712) 2221656  2223269",www.softtrust.com
Truworth Infotech Pvt Ltd,"  Address - Truworth House, 10, Dhuleshwar Garden,				        Jaipur	                Rajasthan , 302001	 (0141) 2364370  2364380",www.truworthwellness.com,
Trylogic Soft Solutions AP Pvt Ltd,"  Address - 201 & 202, 4th Floor,				  				  Sarojini Devi Road , Near CTC","				        Secunderabad	                Andhra Pradesh , 500003	 (040) 9948039493",www.trylogic.in
TryNet Solutions,"  Address - 173 Shakti Puram Colony, 1, Kunjpura Rd				  				  LIC Colony, Karnal","				        Karnal	                Haryana , 132001	 (0184) 9034211877  2268173",
Tsepak Technologies (Goodbox),"  Address - 3rd floor, 244, 17th Cross Road, Sector 6, HSR Lay				        Bangalore / Bengaluru	                Karnataka , 560102	 (080) 45133500",www.goodbox.in,
TSS Consultancy Pvt Ltd,"  Address - 710 Trade World C Wing, Kamala Mill Compound				  				  Lower Parel, Senapati Bapat Marg","				        Mumbai	                Maharashtra , 400013	 (022) 65514191   261641111",www.tssconsultancy.com
Tudip Technologies Pvt Ltd,"  Address - Pawana Bank, Survey No 241/3/A, Wakad				        Pune	                Maharashtra , 411057	 (020) 46740881",www.tudip.com,
Tuebora Software Pvt Ltd,"  Address - 80, 1st Floor, 4th B Block				  				  Koramangala","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 41101860",
Tukatech (India) Pvt Ltd,"  Address - GP 42, Sector 18 Udyog Vihar				        Gurgaon/Gurugram	                Haryana , 122015	 (0124) 2347801",www.tukatech.com,
Tulasi Technologies Pvt Ltd,"  Address - No.9,3rd Cross, 4th Main,3rd Block,				  				  3rd Stage, Basaveshwara Nagar","				        Bangalore / Bengaluru	                Karnataka , 560079	 (080) 41279444",www.tulassi.com
TULI eServices Pvt Ltd,"  Address - 283A, N.S.C.Bose Road				        Kolkata	                West Bengal , 700047	 (033) 8336944263",tulieservices.com,
Tulyasys Technologies Pvt Ltd,"  Address - 9, Sabapathy Avenue, (Near Oriental Towers)				  				  Srinivasam Pillai Rd, Shivaji Nagar","				        Thanjavur	                Tamil Nadu , 613001	 (04362) 255522  9677060901",www.tulyasys.com
Turboweb Technology Pvt Ltd,"  Address - Unit No.-109,Plot No.-1,Vardhman Sunrize Plaza				        New Delhi	                Delhi , 110096	 (011) 22616501",www.turbowebtechnology.com,
Turing Softwares Pvt Ltd,"  Address - A 1 Ground Floor Elysium Central				  				  Puliyakulam Road,","				        Coimbatore	                Tamil Nadu , 641045	 (0422) 2202500  2202555",www.mt.com
TurningCloud Solutions Pvt Ltd,"  Address - First Floor, C-73, Sector 63				        Noida	                Uttar Pradesh , 210301	 (0120) 9643101021",www.turningcloud.com,
TUV SUD South Asia Pvt Ltd,"  Address - Off Saki Vihar Road				  				  Saki Naka, Andheri (East)","				        Mumbai	                Maharashtra , 400072	 (022) 67545555  67545666",www.tuv-sud.in
TVS Electronics Ltd (TVS),"  Address - South Phase  7 A, Second Floor,				  				  Industrial Estate,Guindy","				        Chennai	                Tamil Nadu , 600032	 (044) 42005200  42275016",www.tvs-e.in
TVS Infotech Ltd,"  Address - Asv Chandilya Towers South Wing 7TH Floor				  				  5/397, Okkiyam Thoraipakkam Rajiv Gandhi Salai OMR","				        Chennai	                Tamil Nadu , 600096	 (044) 49098874",www.tvsinfotech.com
Tweetal Technologies,"  Address - Olympia Tech Park Guindy				  				  Level 2 ,Altius Building No.1 sidco Industrial Estate","				        Chennai	                Tamil Nadu , 600032	 (044) 42994245",tweetal.in
Twice Digitale Pvt Ltd,"  Address - NO 79 LB Road				        Chennai	                Tamil Nadu , 600020	 (044) 42133337",www.twice.in,
Twin Info Solutions Pvt Ltd,"  Address - 32/ 1942 C, Mangalathil Building,				  				  Surabhi Road, Edappally","				        Kochi	                Kerala , 682024	 (0484) 4078787  2343456",www.twininfosolutions.com
Twist Mobile India Pvt Ltd,  Address - 106 Satguru Parinay AB Road				  				  Opp C21 Mall,"				        Indore	                Madhya Pradesh , 452010	 (0731) 4268917",www.twistmobile.in
Twopiradian Infotech Pvt Ltd,"  Address - BIPPL, Building - C, 2nd Floor,				  				  Sector V","				        Kolkata	                West Bengal , 700091	 (033) 40065568",2pirad.com
Tycho Software Solutions Pvt Ltd,"  Address - Tycho House No: 10 - 2 - 234 A Battery Lines,				  				  I.T.I Mallepally, Vijayanagar Colony Post,","				        Hyderabad	                Telangana , 500057	 (040) 23391768",www.tychosoft.net
Tychon Solutions Pvt Ltd,"  Address - Plot No.B-28, B-29, 7th Cross Road				  				  SIPCOT Info Tech Park, Siruseri","				        Chennai	                Tamil Nadu , 603103	 (044) 27470110",www.tychons.com
Tyfone Communications Development India Pvt Ltd,  Address - Unit  4 - 7 Second Floor Discoverer Building				  				  International Tech Park Whitefield Road,"				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 41262873",www.tyfone.com
Tyrus Technologies Pvt Ltd,"  Address - Evoma, #14, Bhattarahalli Near Garden City College				  				  Old Madras Road KR Puram","				        Bangalore / Bengaluru	                Karnataka , 560049	 (080) 8971765131  9742065852",www.tyrustech.com
U And I Brand Solution,"  Address - 210, Regent Square, Gangeshwar Mahadev Road				        Surat	                Gujarat , 395003	 (0261) 6999222",www.uandibrandsolutions.com,
U-TO Solutions India Pvt Ltd,"  Address - 1st Floor,Todi Building				  				  Mathuradas Mill Compound,Senapati Bapat Marg,Lower Parel(w)","				        Mumbai	                Maharashtra , 400013	 (022) 43222222",www.uto.in
U2opia Mobile Pvt Ltd,"  Address - 3rd Floor, JMD Megapolis, Sector-48,				  				  Unit No. 363,364","				        Gurgaon/Gurugram	                Haryana , 122018	 (0124) 4928000",www.u2opiamobile.com
U2U Network,"  Address - 85, GDA, Commercial Complex,				  				  Taramandal Road,","				        Gorakhpur	                Uttar Pradesh , 273001	 (0551) 7310150150",u2u.codesgesture.com
UAU Softwares and Systems Pvt Ltd,"  Address - No : 39, R.K.B Complex, Opp to D.G.Vaishnav College, Poonamalle High Rd, Arumbakkam,				        Chennai	                Tamil Nadu , 600106	 (044) 42604716  42604413",uauinfo.com,
Uberall Solutions India Ltd,"  Address - 401, Mont Vert Zenith Baner Road				        Pune	                Maharashtra , 411045	 (020) 27293902  27293903",www.uberall.in,
Ubisoft Entertainment India Pvt Ltd,"  Address - Level 6, B-3, Kumar Cerebrum				  				  Kalyaninagar","				        Pune	                Maharashtra , 411006	 (020) 66424500",www.ubisoftgroup.com
Ubitech Solutions Pvt Ltd,"  Address - D-15, Kailash Nagar City centre				        Gwalior	                Madhya Pradesh , 474001	 (0751) 9826274403",www.ubitechsolutions.com,
UBN Qtech Solutions India Pvt Ltd,"  Address - 16-11-469/27, 101 Shalivahana Nagar,				  				  Moosarambagh","				        Hyderabad	                Telangana , 500036	 (040) 66256475  9849631911",www.qtech-solutions.com
Ubq Technologies Pvt Ltd,"  Address - Ground Floor, Fortune Summit IT Park				  				  290, Sector 6, HSR Layout,  Hosur Road,","				        Bangalore / Bengaluru	                Karnataka , 560068	 (080) 30463000",www.ubq.in
UC Infosystems Pvt. Ltd.,"  Address - 104 - 201, 1 community center				  				  Naraina Phase -I","				        New Delhi	                Delhi , 110028	 (011) 46441111  45578012",www.ucinfosystems.com
UC Micro Systems,"  Address - 28, Shiv Chambers,				  				  Sector 11, Plot No. 21,CBD Belapur,","				        Navi Mumbai	                Maharashtra , 400614	 (022) 27573642",
UCDS IT Solution Provider,"  Address - 5/35,Sahidnagar,Dhakuria				        Kolkata	                West Bengal , 700031	 (033) 64521575",www.ucdsindia.com,
UCWeb Inc (Alibaba Group),"  Address - Time Tower, Unit No. 802, 8th Floor Sector 28				  				  M.G. Road","				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 4027418",www.ucweb.com
Udaan Technologies Pvt Ltd,"  Address - 22/324, New Moti Nagar				        New Delhi	                Delhi , 110015	 (011) 4732780  4732781",www.udaantechnologies.com,
Udaipur Web Designer,"  Address - Tilak Nagar Hiran Magri				        Udaipur	                Rajasthan , 313001	 (0294) 9602841237",www.udaipurwebdesigner.com,
Uday Corpsol Pvt Ltd,"  Address - U-136, Ground Floor, Satyam Building				  				  Near Laxmi Nagar Metro Station Gate No.3 and 4","				        New Delhi	                Delhi , 110092	 (011) 42153586",www.udaycorpsol.com
Udison Infoware Pvt Ltd,"  Address - Kokkarne - Neelavara Rd				        Udupi	                Karnataka , 576213	 (0820) 4293458",,
Udyog Software India Ltd,"  Address - North East Block, Display Bldg,				  				  NAC Campus, HITEX","				        Hyderabad	                Telangana , 500084	 (040) 66036571",www.udyogsoftware.com
UE Developer,"  Address - B-222, Shardha Avenue				  				  Shishram Complex, Main market Badarpur","				        New Delhi	                Delhi , 110044	 (011) 64541550",uedeveloper.com
Uffizio India Software Consultants Pvt Ltd,"  Address - A-27-29 Pramukh Sannidhya,				  				  Abrama, Dharampur Road,","				        Valsad	                Gujarat , 396001	 (02632) 645492",uffizio.in
ULink BioEnergy Pvt Ltd (Agrostar),"  Address - S.No:46/1 ,A1 Building, First Floor, Office No. 101				  				  E-Space Wadgoan Sheri, Nagar Rd, Aga Nagar","				        Pune	                Maharashtra , 411014	 (020) 41504243  41504200",www.agrostar.in
Ulix Technology,"  Address - 473, 3rd floor Vasuki 1st Street,				  				  C.S.R Building Brough Road, (Opp S.R.C Sugar Hospital)","				        Erode	                Tamil Nadu , 638001	 (0424) 4541515  9150279787",www.ulixtechnology.in
Ultimate Digital Solutions Pvt Ltd,"  Address - EC-73, 1442, Rajdanga Main Road, Opp Siemans				        Kolkata	                West Bengal , 700107	 (033) 40007521",ultimatesolutions.in,
Ultimez Technology Pvt Ltd,"  Address - Epip Zone, 104 Floor, Prestige Omega,				  				  Rd Number 2 Whitefield","				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 8095715366  7406687548",www.ultimez.com
Ultiprime Technologies,"  Address - 5/9, Bharathiyar Street, Irumbuliyur				        Chennai	                Tamil Nadu , 600045	 (044) 09962995154",www.ultiprime.in,
Ultra Integrated Technology Services Pvt Ltd,"  Address - D- 65 Satya Vihar Colony ,Lalkothi				        Jaipur	                Rajasthan , 302015	 (0141) 4041333",,
Umang Software Technologies,"  Address - BG1 & BG2, Suyash Garden				  				  Vidhyanagar, Gogol, Margao","				        Goa	                Goa , 403601	 (0832) 2723228",www.umangsoftware.com
,,,
UMC Technologies Pvt Ltd,"  Address - Unit 6 & 7 , Dukes Court				  				  76, Shakespeare Sarani","				        Kolkata	                West Bengal , 700017	 (033) 22807534   22892659",www.umctech.in
UMS Consultants,"  Address - Plot No 38/1, Street No 13, MIDC,				  				  Satpur","				        Mumbai	                Maharashtra , 422007	 (022) 30770139",www.umstechlabs.com
Uncanny Vision,  Address - Masscomn Ware House				  				  Diamond Street,"				        Bangalore / Bengaluru	                Karnataka , 560001	 (080) 9845576098",www.uncannyvision.com
Unee Solutions,"  Address - 60, 3rd Main Road Hanumanthnagar				        Bangalore / Bengaluru	                Karnataka , 560019	 (080) 26600389",www.uneesolutions.com,
,,,
Uneecops Technology Pvt Ltd,"  Address - 509, 5th Floor, Merlin Infinite,				  				  DN-51, Sector V, Salt Lake City,","				        Kolkata	                West Bengal , 700091	 (033) 64507556",www.uneecops.com
Unicard Technologies Pvt Ltd,"  Address - No.99/8, Nungambakkam High Road				  				  Nungambakkam","				        Chennai	                Tamil Nadu , 600034	 (044) 42333991 33028066",www.unicard.in
Unicel Technologies Pvt Ltd,"  Address - Block C, 2nd Floor				  				  Vaishnavi Silicon Terraces 30/1, Hosur Main Road","				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 41205828",www.uniceltech.com
Unico Management Solutions Pvt Ltd,"  Address - 2A, Khwaja Complex, 2nd Floor,				  				  Chetak Circle","				        Udaipur	                Rajasthan , 313001	 (0294) 9001590203   8432666655",www.unicosolutions.in
Unico Technologies Pvt Ltd,"  Address - Plot -No.155 Basement ,				  				  Near Panchayat Bhawan 1Ballabgarh","				        Faridabad	                Haryana , 121006	 (0129) 8287253382",www.unicotechnologies.com
Unicode Systems Pvt Ltd,"  Address - 2nd Floor, Agile heights, 187 Adil Nagar				  				  Shankar Purwa, Near Tedhi Pulia Crossing, Ring Road","				        Lucknow	                Uttar Pradesh , 226022	 (0522) 9335439335",www.unicodesystems.in
Unicode Technology,"  Address - st Floor, 187-B, Tedhi Puliya Chauraha,				        Lucknow	                Uttar Pradesh , 226022	 (0522) 8687320120",www.unicodetechnology.com,
